2020-02-26;Burgenland;0
2020-02-26;Kaernten;0
2020-02-26;Niederoesterreich;0
2020-02-26;Oberoesterreich;0
2020-02-26;Salzburg;0
2020-02-26;Steiermark;0
2020-02-26;Tirol;0
2020-02-26;Vorarlberg;0
2020-02-26;Wien;1
2020-02-26;oesterreich;1
2020-02-27;Burgenland;0
2020-02-27;Kaernten;0
2020-02-27;Niederoesterreich;0
2020-02-27;Oberoesterreich;0
2020-02-27;Salzburg;0
2020-02-27;Steiermark;0
2020-02-27;Tirol;0
2020-02-27;Vorarlberg;0
2020-02-27;Wien;2
2020-02-27;oesterreich;2
2020-02-28;Burgenland;0
2020-02-28;Kaernten;0
2020-02-28;Niederoesterreich;2
2020-02-28;Oberoesterreich;0
2020-02-28;Salzburg;0
2020-02-28;Steiermark;1
2020-02-28;Tirol;0
2020-02-28;Vorarlberg;0
2020-02-28;Wien;1
2020-02-28;oesterreich;4
2020-02-29;Burgenland;0
2020-02-29;Kaernten;0
2020-02-29;Niederoesterreich;0
2020-02-29;Oberoesterreich;0
2020-02-29;Salzburg;0
2020-02-29;Steiermark;0
2020-02-29;Tirol;0
2020-02-29;Vorarlberg;0
2020-02-29;Wien;1
2020-02-29;oesterreich;1
2020-03-01;Burgenland;0
2020-03-01;Kaernten;0
2020-03-01;Niederoesterreich;0
2020-03-01;Oberoesterreich;0
2020-03-01;Salzburg;0
2020-03-01;Steiermark;0
2020-03-01;Tirol;0
2020-03-01;Vorarlberg;0
2020-03-01;Wien;4
2020-03-01;oesterreich;4
2020-03-02;Burgenland;0
2020-03-02;Kaernten;0
2020-03-02;Niederoesterreich;1
2020-03-02;Oberoesterreich;0
2020-03-02;Salzburg;1
2020-03-02;Steiermark;2
2020-03-02;Tirol;0
2020-03-02;Vorarlberg;0
2020-03-02;Wien;1
2020-03-02;oesterreich;5
2020-03-03;Burgenland;0
2020-03-03;Kaernten;0
2020-03-03;Niederoesterreich;2
2020-03-03;Oberoesterreich;0
2020-03-03;Salzburg;0
2020-03-03;Steiermark;0
2020-03-03;Tirol;0
2020-03-03;Vorarlberg;0
2020-03-03;Wien;4
2020-03-03;oesterreich;6
2020-03-04;Burgenland;0
2020-03-04;Kaernten;1
2020-03-04;Niederoesterreich;7
2020-03-04;Oberoesterreich;0
2020-03-04;Salzburg;1
2020-03-04;Steiermark;1
2020-03-04;Tirol;2
2020-03-04;Vorarlberg;0
2020-03-04;Wien;2
2020-03-04;oesterreich;14
2020-03-05;Burgenland;0
2020-03-05;Kaernten;1
2020-03-05;Niederoesterreich;3
2020-03-05;Oberoesterreich;0
2020-03-05;Salzburg;1
2020-03-05;Steiermark;0
2020-03-05;Tirol;2
2020-03-05;Vorarlberg;1
2020-03-05;Wien;1
2020-03-05;oesterreich;9
2020-03-06;Burgenland;4
2020-03-06;Kaernten;0
2020-03-06;Niederoesterreich;7
2020-03-06;Oberoesterreich;1
2020-03-06;Salzburg;0
2020-03-06;Steiermark;2
2020-03-06;Tirol;3
2020-03-06;Vorarlberg;2
2020-03-06;Wien;10
2020-03-06;oesterreich;29
2020-03-07;Burgenland;0
2020-03-07;Kaernten;1
2020-03-07;Niederoesterreich;7
2020-03-07;Oberoesterreich;6
2020-03-07;Salzburg;2
2020-03-07;Steiermark;2
2020-03-07;Tirol;1
2020-03-07;Vorarlberg;0
2020-03-07;Wien;4
2020-03-07;oesterreich;23
2020-03-08;Burgenland;0
2020-03-08;Kaernten;0
2020-03-08;Niederoesterreich;5
2020-03-08;Oberoesterreich;4
2020-03-08;Salzburg;1
2020-03-08;Steiermark;3
2020-03-08;Tirol;13
2020-03-08;Vorarlberg;1
2020-03-08;Wien;1
2020-03-08;oesterreich;28
2020-03-09;Burgenland;0
2020-03-09;Kaernten;0
2020-03-09;Niederoesterreich;3
2020-03-09;Oberoesterreich;3
2020-03-09;Salzburg;3
2020-03-09;Steiermark;7
2020-03-09;Tirol;2
2020-03-09;Vorarlberg;1
2020-03-09;Wien;3
2020-03-09;oesterreich;22
2020-03-10;Burgenland;0
2020-03-10;Kaernten;0
2020-03-10;Niederoesterreich;6
2020-03-10;Oberoesterreich;16
2020-03-10;Salzburg;2
2020-03-10;Steiermark;1
2020-03-10;Tirol;12
2020-03-10;Vorarlberg;9
2020-03-10;Wien;9
2020-03-10;oesterreich;55
2020-03-11;Burgenland;2
2020-03-11;Kaernten;2
2020-03-11;Niederoesterreich;8
2020-03-11;Oberoesterreich;27
2020-03-11;Salzburg;1
2020-03-11;Steiermark;9
2020-03-11;Tirol;37
2020-03-11;Vorarlberg;3
2020-03-11;Wien;20
2020-03-11;oesterreich;109
2020-03-12;Burgenland;1
2020-03-12;Kaernten;2
2020-03-12;Niederoesterreich;4
2020-03-12;Oberoesterreich;16
2020-03-12;Salzburg;8
2020-03-12;Steiermark;13
2020-03-12;Tirol;49
2020-03-12;Vorarlberg;2
2020-03-12;Wien;3
2020-03-12;oesterreich;98
2020-03-13;Burgenland;3
2020-03-13;Kaernten;0
2020-03-13;Niederoesterreich;24
2020-03-13;Oberoesterreich;34
2020-03-13;Salzburg;3
2020-03-13;Steiermark;24
2020-03-13;Tirol;69
2020-03-13;Vorarlberg;9
2020-03-13;Wien;16
2020-03-13;oesterreich;182
2020-03-14;Burgenland;1
2020-03-14;Kaernten;2
2020-03-14;Niederoesterreich;31
2020-03-14;Oberoesterreich;51
2020-03-14;Salzburg;16
2020-03-14;Steiermark;20
2020-03-14;Tirol;48
2020-03-14;Vorarlberg;26
2020-03-14;Wien;15
2020-03-14;oesterreich;210
2020-03-15;Burgenland;0
2020-03-15;Kaernten;2
2020-03-15;Niederoesterreich;41
2020-03-15;Oberoesterreich;46
2020-03-15;Salzburg;15
2020-03-15;Steiermark;29
2020-03-15;Tirol;30
2020-03-15;Vorarlberg;6
2020-03-15;Wien;29
2020-03-15;oesterreich;198
2020-03-16;Burgenland;1
2020-03-16;Kaernten;14
2020-03-16;Niederoesterreich;16
2020-03-16;Oberoesterreich;36
2020-03-16;Salzburg;4
2020-03-16;Steiermark;34
2020-03-16;Tirol;61
2020-03-16;Vorarlberg;39
2020-03-16;Wien;21
2020-03-16;oesterreich;226
2020-03-17;Burgenland;2
2020-03-17;Kaernten;13
2020-03-17;Niederoesterreich;77
2020-03-17;Oberoesterreich;50
2020-03-17;Salzburg;8
2020-03-17;Steiermark;46
2020-03-17;Tirol;74
2020-03-17;Vorarlberg;22
2020-03-17;Wien;54
2020-03-17;oesterreich;346
2020-03-18;Burgenland;8
2020-03-18;Kaernten;15
2020-03-18;Niederoesterreich;45
2020-03-18;Oberoesterreich;63
2020-03-18;Salzburg;24
2020-03-18;Steiermark;44
2020-03-18;Tirol;90
2020-03-18;Vorarlberg;31
2020-03-18;Wien;52
2020-03-18;oesterreich;372
2020-03-19;Burgenland;8
2020-03-19;Kaernten;26
2020-03-19;Niederoesterreich;40
2020-03-19;Oberoesterreich;58
2020-03-19;Salzburg;46
2020-03-19;Steiermark;61
2020-03-19;Tirol;124
2020-03-19;Vorarlberg;43
2020-03-19;Wien;49
2020-03-19;oesterreich;455
2020-03-20;Burgenland;4
2020-03-20;Kaernten;5
2020-03-20;Niederoesterreich;75
2020-03-20;Oberoesterreich;110
2020-03-20;Salzburg;36
2020-03-20;Steiermark;56
2020-03-20;Tirol;120
2020-03-20;Vorarlberg;34
2020-03-20;Wien;69
2020-03-20;oesterreich;509
2020-03-21;Burgenland;18
2020-03-21;Kaernten;22
2020-03-21;Niederoesterreich;60
2020-03-21;Oberoesterreich;96
2020-03-21;Salzburg;34
2020-03-21;Steiermark;60
2020-03-21;Tirol;200
2020-03-21;Vorarlberg;35
2020-03-21;Wien;23
2020-03-21;oesterreich;548
2020-03-22;Burgenland;12
2020-03-22;Kaernten;15
2020-03-22;Niederoesterreich;116
2020-03-22;Oberoesterreich;91
2020-03-22;Salzburg;136
2020-03-22;Steiermark;41
2020-03-22;Tirol;80
2020-03-22;Vorarlberg;45
2020-03-22;Wien;82
2020-03-22;oesterreich;618
2020-03-23;Burgenland;22
2020-03-23;Kaernten;23
2020-03-23;Niederoesterreich;72
2020-03-23;Oberoesterreich;75
2020-03-23;Salzburg;50
2020-03-23;Steiermark;50
2020-03-23;Tirol;214
2020-03-23;Vorarlberg;60
2020-03-23;Wien;120
2020-03-23;oesterreich;686
2020-03-24;Burgenland;2
2020-03-24;Kaernten;24
2020-03-24;Niederoesterreich;126
2020-03-24;Oberoesterreich;108
2020-03-24;Salzburg;89
2020-03-24;Steiermark;84
